Alloy composition,FORMULA,IDENTIFIER: Reference ID,REFERENCE: doi,PROPERTY: Processing method,PROPERTY: Microstructure,PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),REFERENCE: year
Co1 Cr1 Fe1 Mn1 Ni1 Ta0.2,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.2,208,10.1016/j.msea.2019.05.056,,,,,,,,,200.0,,,,,,,,2019
Co1 Cr1 Fe1 Mn1 Ni1 Ta0.4,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.4,208,10.1016/j.msea.2019.05.056,,,,,,,,,290.0,,,,,,,,2019
Co1 Cr1 Fe1 Mn1 Ni1 Ta0.6,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mn1 Ni1 Ta0.6,208,10.1016/j.msea.2019.05.056,,,,,,,,,345.0,,,,,,,,2019
Co1 Cr1 Fe1 Mn1 Ni1 V0.25,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mn1 Ni1 V0.25,17,10.1016/j.jallcom.2014.12.157,CAST,FCC,,,,120.0,7.9,,151.0,C,25.0,,,,,,2014
,Co1 Cr1 Fe1 Mn1 Ni1 V0.25,17,10.1016/j.jallcom.2014.12.157,ANNEAL,,,,,130.0,7.9,,144.0,C,25.0,200.0,,,75.0,215.0,2014
Co1 Cr1 Fe1 Mn1 Ni1 V0.263,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mn1 Ni1 V0.263,159,10.1016/j.matchar.2018.06.036,ANNEAL,,,,,,,,,C,25.0,200.0,,75.0,,,2018
Co1 Cr1 Fe1 Mn1 Ni1 V0.5,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mn1 Ni1 V0.5,17,10.1016/j.jallcom.2014.12.157,CAST,FCC,,,,220.0,7.8,,186.0,C,25.0,,,,,,2014
,Co1 Cr1 Fe1 Mn1 Ni1 V0.5,17,10.1016/j.jallcom.2014.12.157,ANNEAL,FCC,,,,250.0,7.8,,275.0,C,25.0,620.0,,,75.0,211.0,2014
,Co1 Cr1 Fe1 Mn1 Ni1 V0.5,159,10.1016/j.matchar.2018.06.036,ANNEAL,,,,,,,,,C,25.0,620.0,,75.0,,,2018
Co1 Cr1 Fe1 Mn1 Ni1 V0.75,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mn1 Ni1 V0.75,17,10.1016/j.jallcom.2014.12.157,ANNEAL,FCC+Sec.,,,,500.0,7.7,,380.0,C,25.0,740.0,1325.0,,7.8,,2014
,Co1 Cr1 Fe1 Mn1 Ni1 V0.75,17,10.1016/j.jallcom.2014.12.157,CAST,FCC+Sec.,,,,500.0,7.7,,342.0,C,25.0,,,,,,2014
Co1 Cr1 Fe1 Mn1 Ni1 V0.765,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mn1 Ni1 V0.765,159,10.1016/j.matchar.2018.06.036,ANNEAL,,,,,,,,,C,25.0,780.0,,8.0,,,2018
Co1 Cr1 Fe1 Mn1 Ni1 V1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mn1 Ni1 V1,17,10.1016/j.jallcom.2014.12.157,ANNEAL,FCC+Sec.,,,,12.0,7.7,,636.0,C,25.0,1660.0,1845.0,,0.5,,2014
,Co1 Cr1 Fe1 Mn1 Ni1 V1,17,10.1016/j.jallcom.2014.12.157,CAST,FCC+Sec.,,,,,7.7,,650.0,C,25.0,,,,,,2014
,Co1 Cr1 Fe1 Mn1 Ni1 V1,159,10.1016/j.matchar.2018.06.036,ANNEAL,,,,,,,,,C,25.0,1700.0,,1.0,,,2018
Co1 Cr1 Fe1 Mo0.083 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mo0.083 Ni1,159,10.1016/j.matchar.2018.06.036,CAST,,,,,,,,,T,25.0,198.8,479.0,51.1,,,2018
Co1 Cr1 Fe1 Mo0.149 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mo0.149 Ni1,118,10.3390/met9030351,POWDER,,,,,,,,210.0,,,,,,,,2019
Co1 Cr1 Fe1 Mo0.15 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mo0.15 Ni1,210,10.1016/j.msea.2019.05.078,CAST,FCC,,,,,,,,T,25.0,489.0,895.0,,53.6,,2019
,Co1 Cr1 Fe1 Mo0.15 Ni1,210,10.1016/j.msea.2019.05.078,WROUGHT,,,,,,,,,T,25.0,873.0,,,23.4,,2019
,Co1 Cr1 Fe1 Mo0.15 Ni1,210,10.1016/j.msea.2019.05.078,WROUGHT,,,,,,,,,T,25.0,952.0,1122.0,,14.2,,2019
,Co1 Cr1 Fe1 Mo0.15 Ni1,210,10.1016/j.msea.2019.05.078,WROUGHT,FCC,,,,,,,,T,25.0,1136.0,1245.0,,8.7,,2019
,Co1 Cr1 Fe1 Mo0.15 Ni1,210,10.1016/j.msea.2019.05.078,WROUGHT,FCC,,,,,,,,T,25.0,1301.0,1493.0,,7.2,,2019
,Co1 Cr1 Fe1 Mo0.15 Ni1,210,10.1016/j.msea.2019.05.078,WROUGHT,,,,,,,,,T,25.0,1311.0,1421.0,,5.9,,2019
,Co1 Cr1 Fe1 Mo0.15 Ni1,210,10.1016/j.msea.2019.05.078,WROUGHT,,,,,,,,,T,25.0,1273.0,1458.0,,5.5,,2019
Co1 Cr1 Fe1 Mo0.2 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mo0.2 Ni1,104,10.3390/e21050448,CAST,FCC,,,,,,,,T,25.0,400.0,780.0,53.0,,,2019
,Co1 Cr1 Fe1 Mo0.2 Ni1,104,10.3390/e21050448,ANNEAL,FCC,,,,,,,,T,25.0,,838.0,43.0,,,2019
,Co1 Cr1 Fe1 Mo0.2 Ni1,104,10.3390/e21050448,ANNEAL,FCC,,,,,,,,T,25.0,,899.0,31.0,,,2019
,Co1 Cr1 Fe1 Mo0.2 Ni1,104,10.3390/e21050448,ANNEAL,FCC,,,,,,,,T,25.0,,902.0,29.0,,,2019
,Co1 Cr1 Fe1 Mo0.2 Ni1,104,10.3390/e21050448,ANNEAL,FCC,,,,,,,,T,25.0,,811.0,52.0,,,2019
,Co1 Cr1 Fe1 Mo0.2 Ni1,104,10.3390/e21050448,ANNEAL,FCC,,,,,,,,T,25.0,,790.0,49.0,,,2019
,Co1 Cr1 Fe1 Mo0.2 Ni1,104,10.3390/e21050448,ANNEAL,FCC,,,,,,,,T,25.0,,799.0,47.0,,,2019
,Co1 Cr1 Fe1 Mo0.2 Ni1,104,10.3390/e21050448,ANNEAL,FCC,,,,,,,,T,25.0,,802.0,37.0,,,2019
,Co1 Cr1 Fe1 Mo0.2 Ni1,104,10.3390/e21050448,ANNEAL,FCC,,,,,,,,T,25.0,,823.0,36.0,,,2019
,Co1 Cr1 Fe1 Mo0.2 Ni1,104,10.3390/e21050448,ANNEAL,FCC,,,,,,,,T,25.0,,849.0,34.0,,,2019
,Co1 Cr1 Fe1 Mo0.2 Ni1,104,10.3390/e21050448,ANNEAL,FCC,,,,,,,,T,25.0,,895.0,32.0,,,2019
Co1 Cr1 Fe1 Mo0.208 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mo0.208 Ni1,159,10.1016/j.matchar.2018.06.036,CAST,,,,,,,,,T,25.0,254.7,589.6,55.1,,,2018
Co1 Cr1 Fe1 Mo0.304 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mo0.304 Ni1,159,10.1016/j.matchar.2018.06.036,CAST,,,,,,,,,T,25.0,305.3,709.7,49.3,,,2018
,Co1 Cr1 Fe1 Mo0.304 Ni1,159,10.1016/j.matchar.2018.06.036,WROUGHT,,,,,3.0,,,,T,25.0,815.5,1186.5,18.9,,,2018
,Co1 Cr1 Fe1 Mo0.304 Ni1,159,10.1016/j.matchar.2018.06.036,WROUGHT,,,,,3.1,,,,T,25.0,646.7,1042.0,32.5,,,2018
,Co1 Cr1 Fe1 Mo0.304 Ni1,159,10.1016/j.matchar.2018.06.036,WROUGHT,,,,,1.6,,,,T,25.0,683.7,1066.6,30.4,,,2018
Co1 Cr1 Fe1 Mo0.5 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mo0.5 Ni1,63,10.1007/s11837-013-0753-6,CAST,FCC+Sec.,,,,,8.5,,210.0,,25.0,,,,,,2013
Co1 Cr1 Fe1 Mo1 Ni1 Ti1 V1 Zr1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Mo1 Ni1 Ti1 V1 Zr1,15,10.1002/adem.200300567,CAST,,,,,,7.3,,850.0,,25.0,,,,,193.0,2004
Co1 Cr1 Fe1 Nb0.103 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Nb0.103 Ni1,46,10.1016/j.intermet.2015.01.004,CAST,FCC+Laves (C14),,,,175.0,8.2,,,T,25.0,318.0,622.0,19.0,,,2015
Co1 Cr1 Fe1 Nb0.155 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Nb0.155 Ni1,46,10.1016/j.intermet.2015.01.004,CAST,FCC+Laves (C14),,,,175.0,8.2,,,T,25.0,322.0,744.0,23.0,,,2015
Co1 Cr1 Fe1 Nb0.206 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Nb0.206 Ni1,46,10.1016/j.intermet.2015.01.004,CAST,FCC+Laves (C14),,,,175.0,8.2,,,T,25.0,403.0,807.0,9.0,,,2015
Co1 Cr1 Fe1 Nb0.309 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Nb0.309 Ni1,46,10.1016/j.intermet.2015.01.004,CAST,FCC+Laves (C14),,,,175.0,8.2,,,T,25.0,479.0,879.0,4.0,,,2015
Co1 Cr1 Fe1 Nb0.412 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Nb0.412 Ni1,46,10.1016/j.intermet.2015.01.004,CAST,FCC+Laves (C14),,,,175.0,8.2,,,T,25.0,638.0,1004.0,1.0,,,2015
Co1 Cr1 Fe1 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Ni1,37,10.1016/j.actamat.2014.08.026,WROUGHT,FCC,,,,24.0,8.2,,,T,25.0,274.0,708.0,39.0,,225.0,2014
,Co1 Cr1 Fe1 Ni1,46,10.1016/j.intermet.2015.01.004,CAST,FCC,,,,175.0,8.2,,,T,25.0,148.0,413.0,48.0,,225.0,2015
,Co1 Cr1 Fe1 Ni1,54,10.1016/j.jallcom.2009.08.090,ANNEAL,FCC,,,,,8.2,,116.0,,25.0,,,,,225.0,2009
,Co1 Cr1 Fe1 Ni1,54,10.1016/j.jallcom.2009.08.090,ANNEAL,FCC,,,,,8.2,,113.0,,25.0,,,,,225.0,2009
,Co1 Cr1 Fe1 Ni1,159,10.1016/j.matchar.2018.06.036,CAST,FCC,,,,,,,,T,25.0,155.0,472.4,58.9,,,2018
,Co1 Cr1 Fe1 Ni1,159,10.1016/j.matchar.2018.06.036,ANNEAL,FCC,,,,,,,,T,25.0,190.0,453.0,70.0,,,2018
,Co1 Cr1 Fe1 Ni1,159,10.1016/j.matchar.2018.06.036,CAST,FCC,,,,,,,,C,25.0,,,83.0,,,2018
,Co1 Cr1 Fe1 Ni1,136,10.1007/s40843-018-9373-y,WROUGHT,FCC,,,,,,,,T,20.0,446.0,664.0,63.0,,189.0,2019
,Co1 Cr1 Fe1 Ni1,136,10.1007/s40843-018-9373-y,WROUGHT,FCC,,,,,,,,T,-73.0,488.0,790.0,72.0,,194.0,2019
,Co1 Cr1 Fe1 Ni1,136,10.1007/s40843-018-9373-y,WROUGHT,FCC,,,,,,,,T,-196.0,590.0,1070.0,78.0,,204.0,2019
,Co1 Cr1 Fe1 Ni1,136,10.1007/s40843-018-9373-y,WROUGHT,FCC,,,,,,,,T,-223.0,,1152.0,68.6,,,2019
,Co1 Cr1 Fe1 Ni1,136,10.1007/s40843-018-9373-y,WROUGHT,FCC,,,,,,,,T,-253.0,,1240.0,62.0,,,2019
,Co1 Cr1 Fe1 Ni1,136,10.1007/s40843-018-9373-y,WROUGHT,FCC,,,,,,,,T,-268.8,680.0,1251.0,61.6,,221.0,2019
,Co1 Cr1 Fe1 Ni1,137,10.1016/j.matdes.2019.107698,CAST,FCC,,,,,,,94.7,,,,,,,,2019
,Co1 Cr1 Fe1 Ni1,154,10.1016/j.intermet.2019.04.003,,,,,,,,,,,,,,,,215.0,2019
,Co1 Cr1 Fe1 Ni1,154,10.1016/j.intermet.2019.04.003,,,,,,,,,,,,,,,,204.0,2019
,Co1 Cr1 Fe1 Ni1,164,10.1016/j.actamat.2019.04.017,WROUGHT,FCC,,,,0.295,,,,T,25.0,631.0,732.0,39.0,,210.0,2019
,Co1 Cr1 Fe1 Ni1,164,10.1016/j.actamat.2019.04.017,WROUGHT,FCC,,,,0.5529999999999999,,,,T,25.0,494.0,732.0,51.0,,210.0,2019
,Co1 Cr1 Fe1 Ni1,164,10.1016/j.actamat.2019.04.017,WROUGHT,FCC,,,,0.72,,,,T,25.0,448.0,672.0,65.0,,210.0,2019
,Co1 Cr1 Fe1 Ni1,164,10.1016/j.actamat.2019.04.017,WROUGHT,FCC,,,,3.4,,,,T,25.0,273.0,567.0,85.0,,210.0,2019
,Co1 Cr1 Fe1 Ni1,164,10.1016/j.actamat.2019.04.017,WROUGHT,FCC,,,,32.2,,,,T,25.0,172.0,504.0,105.0,,210.0,2019
,Co1 Cr1 Fe1 Ni1,185,10.1016/j.intermet.2019.106550,CAST,FCC,,,,,,,168.9,C,25.0,163.0,,80.0,,,2019
,Co1 Cr1 Fe1 Ni1,208,10.1016/j.msea.2019.05.056,,FCC,,,,,,,,,,,,,,,2019
,Co1 Cr1 Fe1 Ni1,130,10.3390/coatings9010016,POWDER,FCC,,,,0.0276,,,,,,,,,,,2019
Co1 Cr1 Fe1 Ni1 Pd1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Ni1 Pd1,106,10.3390/e21030288,CAST,FCC,,,,,,,295.0,,,,,,,,2019
Co1 Cr1 Fe1 Ni1 Ti0.2,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Ni1 Ti0.2,170,10.1016/j.actamat.2018.11.049,WROUGHT,FCC,,,,51.0,,4.8,,T,25.0,700.0,1240.0,36.0,,,2018
,Co1 Cr1 Fe1 Ni1 Ti0.2,170,10.1016/j.actamat.2018.11.049,WROUGHT,FCC,,,,51.0,,4.8,,T,-196.0,860.0,1580.0,46.0,,,2018
Co1 Cr1 Fe1 Ni1 Ti0.3,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Ni1 Ti0.3,190,10.1016/j.msea.2019.138181,WROUGHT,FCC,,,,90.0,,,263.0,T,25.0,540.0,772.0,60.0,,,2019
,Co1 Cr1 Fe1 Ni1 Ti0.3,190,10.1016/j.msea.2019.138181,WROUGHT,FCC,,,,216.0,,,185.0,,,,,,,,2019
Co1 Cr1 Fe1 Ni1 Ti1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Ni1 Ti1,66,10.1016/j.msea.2008.12.053,CAST,FCC,,,,,7.2,,,C,25.0,,2020.0,,9.0,135.0,2008
Co1 Cr1 Fe1 Ni1 W0.2,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Ni1 W0.2,185,10.1016/j.intermet.2019.106550,CAST,FCC,,,,,,,244.0,C,25.0,335.0,,52.0,,,2019
Co1 Cr1 Fe1 Ni1 W0.5,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Fe1 Ni1 W0.5,185,10.1016/j.intermet.2019.106550,CAST,,,,,,,,357.9,C,25.0,556.0,,35.6,,,2019
Co1 Cr1 Mn1 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Mn1 Ni1,37,10.1016/j.actamat.2014.08.026,WROUGHT,FCC,,,,36.0,8.1,,,T,25.0,282.0,694.0,44.0,,222.0,2014
Co1 Cr1 Mo1 Nb1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Mo1 Nb1,69,10.1007/s11665-017-2799-z,CAST,BCC+Laves,,,,,8.8,,,C,25.0,,1419.6,,,,2017
Co1 Cr1 Mo1 Nb1 Ti0.2,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Mo1 Nb1 Ti0.2,69,10.1007/s11665-017-2799-z,CAST,BCC+Laves,,,,,8.5,,,C,25.0,,1905.6,,,,2017
Co1 Cr1 Mo1 Nb1 Ti0.4,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Mo1 Nb1 Ti0.4,69,10.1007/s11665-017-2799-z,CAST,BCC,,,,,8.3,,,C,25.0,,1771.3,,,220.1,2017
Co1 Cr1 Mo1 Nb1 Ti0.5,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Mo1 Nb1 Ti0.5,69,10.1007/s11665-017-2799-z,CAST,BCC+Laves,,,,,8.2,,,C,25.0,,1609.2,,,,2017
Co1 Cr1 Mo1 Nb1 Ti1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Mo1 Nb1 Ti1,69,10.1007/s11665-017-2799-z,CAST,BCC+Laves,,,,,7.8,,,C,25.0,,1096.8,,,,2017
Co1 Cr1 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cr1 Ni1,37,10.1016/j.actamat.2014.08.026,WROUGHT,FCC,,,,41.0,8.3,,,T,25.0,300.0,860.0,60.0,,229.0,2014
,Co1 Cr1 Ni1,100,10.1016/j.actamat.2018.12.015,WROUGHT,FCC,,,,1.6,,,468.0,T,25.0,1100.0,,23.0,,,2018
,Co1 Cr1 Ni1,100,10.1016/j.actamat.2018.12.015,WROUGHT,FCC,,,,2.3,,,326.0,T,,597.0,,53.0,,,2018
,Co1 Cr1 Ni1,100,10.1016/j.actamat.2018.12.015,WROUGHT,FCC,,,,24.0,,,223.0,T,,346.0,,76.0,,,2018
,Co1 Cr1 Ni1,154,10.1016/j.intermet.2019.04.003,,,,,,,,,,,,,,,,226.2,2019
,Co1 Cr1 Ni1,154,10.1016/j.intermet.2019.04.003,,,,,,,,,,,,,,,,222.0,2019
,Co1 Cr1 Ni1,154,10.1016/j.intermet.2019.04.003,,,,,,,,,,,,,,,,229.0,2019
,Co1 Cr1 Ni1,154,10.1016/j.intermet.2019.04.003,,,,,,,,,,,,,,,,234.0,2019
,Co1 Cr1 Ni1,162,10.1016/j.jmst.2018.12.002,ANNEAL,,,,,16.0,,,,T,-196.0,600.0,1247.0,68.0,,,2018
,Co1 Cr1 Ni1,162,10.1016/j.jmst.2018.12.002,ANNEAL,,,,,16.0,,,,T,24.0,400.0,800.0,60.0,,,2018
,Co1 Cr1 Ni1,162,10.1016/j.jmst.2018.12.002,ANNEAL,,,,,16.0,,,,T,-196.0,1215.0,1440.0,48.0,,,2018
Co1 Cu1 Fe1 Mn1 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Mn1 Ni1,31,10.1016/j.matdes.2012.08.019,CAST,FCC,,,,,8.4,,208.0,T,25.0,,478.0,,14.0,190.0,2012
,Co1 Cu1 Fe1 Mn1 Ni1,209,10.1016/j.msea.2019.04.096,CAST,FCC,,,,,,,,,800.0,,,,,,2019
,Co1 Cu1 Fe1 Mn1 Ni1,209,10.1016/j.msea.2019.04.096,CAST,FCC,,,,,,,,,900.0,,,,,,2019
,Co1 Cu1 Fe1 Mn1 Ni1,209,10.1016/j.msea.2019.04.096,CAST,FCC,,,,,,,,,100.0,,,,,,2019
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.03,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.03,31,10.1016/j.matdes.2012.08.019,CAST,FCC,,,,,8.4,,192.0,T,25.0,,465.0,,18.0,,2012
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.05,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.05,31,10.1016/j.matdes.2012.08.019,CAST,FCC+Sec.,,,,,8.4,,205.0,T,25.0,,475.0,,12.0,,2012
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.08,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.08,31,10.1016/j.matdes.2012.08.019,CAST,FCC+Sec.,,,,,8.3,,219.0,T,25.0,,425.0,,7.0,,2012
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.1,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.1,31,10.1016/j.matdes.2012.08.019,CAST,FCC+Sec.,,,,,8.3,,253.0,T,25.0,,470.0,,6.0,,2012
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.2,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.2,31,10.1016/j.matdes.2012.08.019,CAST,FCC+Sec.,,,,,8.3,,319.0,T,25.0,,368.0,,2.0,,2012
Co1 Cu1 Fe1 Nb0.5 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Nb0.5 Ni1,111,10.1557/jmr.2019.36,WROUGHT,,,,,,,,,,,,,,,,2019
Co1 Cu1 Fe1 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Ni1,30,10.1016/j.msea.2012.03.080,CAST,FCC,,,,,8.6,,,T,25.0,,480.0,,15.0,188.0,2012
Co1 Cu1 Fe1 Ni1 Sn0.02,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Ni1 Sn0.02,30,10.1016/j.msea.2012.03.080,CAST,FCC,,,,,8.6,,,T,25.0,,548.0,,17.0,187.0,2012
Co1 Cu1 Fe1 Ni1 Sn0.04,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Ni1 Sn0.04,30,10.1016/j.msea.2012.03.080,CAST,FCC+Sec.,,,,,8.6,,,T,25.0,,594.0,,18.0,,2012
Co1 Cu1 Fe1 Ni1 Sn0.05,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Ni1 Sn0.05,30,10.1016/j.msea.2012.03.080,CAST,FCC+Sec.,,,,,8.6,,,T,25.0,,615.0,,20.0,,2012
Co1 Cu1 Fe1 Ni1 Sn0.07,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Ni1 Sn0.07,30,10.1016/j.msea.2012.03.080,CAST,FCC+Sec.,,,,,8.6,,,T,25.0,,632.0,,19.0,,2012
Co1 Cu1 Fe1 Ni1 Sn0.1,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Ni1 Sn0.1,30,10.1016/j.msea.2012.03.080,CAST,FCC+Sec.,,,,,8.6,,,T,25.0,,602.0,,5.0,,2012
Co1 Cu1 Fe1 Ni1 Sn0.2,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Ni1 Sn0.2,30,10.1016/j.msea.2012.03.080,CAST,FCC+Sec.,,,,,8.5,,,T,25.0,,261.0,,2.0,,2012
Co1 Cu1 Fe1 Ni1 Sn0.5,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Ni1 Sn0.5,30,10.1016/j.msea.2012.03.080,CAST,FCC+Sec.,,,,,8.3,,,,25.0,,,,,,2012
Co1 Cu1 Fe1 Ni1 Ti1 V1 Zr1,,,,,,,,,,,,,,,,,,,,
,Co1 Cu1 Fe1 Ni1 Ti1 V1 Zr1,15,10.1002/adem.200300567,CAST,,,,,,7.1,,630.0,,25.0,,,,,,2004
Co1 Fe1 Mn1 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Fe1 Mn1 Ni1,37,10.1016/j.actamat.2014.08.026,WROUGHT,FCC,,,,48.0,8.2,,,T,25.0,170.0,550.0,41.0,,205.0,2014
,Co1 Fe1 Mn1 Ni1,154,10.1016/j.intermet.2019.04.003,,,,,,,,,,,,,,,,187.9,2019
,Co1 Fe1 Mn1 Ni1,154,10.1016/j.intermet.2019.04.003,,,,,,,,,,,,,,,,195.0,2019
Co1 Fe1 Mo0.2 Ni1 V1,,,,,,,,,,,,,,,,,,,,
,Co1 Fe1 Mo0.2 Ni1 V1,60,10.1016/j.jallcom.2015.07.185,CAST,FCC+Sec.,,,,,8.0,,267.0,,25.0,,,,,,2015
Co1 Fe1 Mo0.4 Ni1 V1,,,,,,,,,,,,,,,,,,,,
,Co1 Fe1 Mo0.4 Ni1 V1,60,10.1016/j.jallcom.2015.07.185,CAST,FCC+Sec.,,,,,8.1,,402.0,,25.0,,,,,,2015
Co1 Fe1 Mo0.6 Ni1 V1,,,,,,,,,,,,,,,,,,,,
,Co1 Fe1 Mo0.6 Ni1 V1,60,10.1016/j.jallcom.2015.07.185,CAST,FCC+Sec.,,,,,8.2,,557.0,,25.0,,,,,,2015
Co1 Fe1 Mo0.8 Ni1 V1,,,,,,,,,,,,,,,,,,,,
,Co1 Fe1 Mo0.8 Ni1 V1,60,10.1016/j.jallcom.2015.07.185,CAST,FCC+Sec.,,,,,8.3,,606.0,,25.0,,,,,,2015
Co1 Fe1 Mo1 Ni1 Ti1 V1 Zr1,,,,,,,,,,,,,,,,,,,,
,Co1 Fe1 Mo1 Ni1 Ti1 V1 Zr1,15,10.1002/adem.200300567,CAST,,,,,,7.3,,790.0,,25.0,,,,,,2004
Co1 Fe1 Mo1 Ni1 V1,,,,,,,,,,,,,,,,,,,,
,Co1 Fe1 Mo1 Ni1 V1,60,10.1016/j.jallcom.2015.07.185,CAST,FCC+Sec.,,,,,8.4,,625.0,,25.0,,,,,,2015
Co1 Fe1 Ni1,,,,,,,,,,,,,,,,,,,,
,Co1 Fe1 Ni1,27,10.1016/j.jmmm.2014.07.023,CAST,FCC,,,,,8.5,,125.0,C,25.0,204.0,,,,207.0,2014
,Co1 Fe1 Ni1,27,10.1016/j.jmmm.2014.07.023,CAST,FCC,,,,,8.5,,125.0,C,25.0,209.0,,,,207.0,2014
,Co1 Fe1 Ni1,37,10.1016/j.actamat.2014.08.026,WROUGHT,FCC,,,,28.0,8.5,,,T,25.0,211.0,513.0,31.0,,207.0,2014
,Co1 Fe1 Ni1,154,10.1016/j.intermet.2019.04.003,,,,,,,,,,,,,,,,162.0,2019
,Co1 Fe1 Ni1,154,10.1016/j.intermet.2019.04.003,,,,,,,,,,,,,,,,174.0,2019
,Co1 Fe1 Ni1,161,10.1016/j.intermet.2019.106477,WROUGHT,FCC,,,,,,,,T,25.0,,,15.0,,,2019
,Co1 Fe1 Ni1,161,10.1016/j.intermet.2019.106477,WROUGHT,FCC,,,,42.0,,,,T,25.0,276.0,540.0,51.0,,,2019
,Co1 Fe1 Ni1,161,10.1016/j.intermet.2019.106477,WROUGHT,FCC,,,,74.0,,,,T,25.0,217.0,498.0,47.0,,,2019
,Co1 Fe1 Ni1,161,10.1016/j.intermet.2019.106477,WROUGHT,FCC,,,,90.0,,,,T,25.0,201.0,430.0,44.5,,,2019
,Co1 Fe1 Ni1,164,10.1016/j.actamat.2019.04.017,WROUGHT,FCC,,,,53.7,,,,T,25.0,,,,,161.0,2019
